Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Item_Outlet_Sales,Outlet_Years,Item_Visibility_MeanRatio,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDK04,7.36,0.052058711,55.5588,OUT027,1145.1760000000004,28,0.8765378881080403,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCL07,13.85,0.031402114,40.24800000000001,OUT045,319.584,11,0.8441584958947022,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDZ31,15.35,0.113217223,191.1504,OUT046,1725.7536,16,1.250299465772873,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDE45,12.1,0.0383726418,177.3002,OUT035,3044.7034,9,1.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCK54,12.15,0.014755488666666669,118.515,OUT018,1398.18,4,1.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
DRE15,13.35,0.031139933,74.8012,OUT019,303.6048,28,2.2106350991775576,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
NCQ38,16.35,0.013363902,106.128,OUT035,1917.504,9,0.9015238783381386,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDB08,6.055,0.030952737,160.1578,OUT027,3048.6982,28,1.1926522778732727,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRF49,7.27,0.07136748,111.8518,OUT018,2277.036,4,0.8914087012646738,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
DRC27,13.8,0.058192802,246.9802,OUT049,5896.3248,14,0.8986692798905239,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDB37,20.25,0.022976493,240.3538,OUT049,4086.0146,14,1.0024186408311604,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDS35,9.3,0.111220521,65.7826,OUT046,968.739,16,0.9989871417834363,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDE47,14.15,0.037967687,125.6046,OUT049,1618.5598,14,1.0000072562228794,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCT53,5.4,0.04421125966666667,164.5526,OUT027,2302.3364,28,1.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDL14,8.115,0.032158866,154.8972,OUT046,1713.7692,16,0.8555855601197188,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDP21,7.42,0.045068892,190.8872,OUT019,945.436,28,1.4726323564953188,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCV54,11.1,0.033176087,120.1124,OUT045,1896.1984,11,1.0393573017483018,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
NCO41,12.5,0.018845298,96.7384,OUT035,2759.0752,9,0.8985115505897947,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDQ59,9.8,0.056375879,84.6908,OUT035,1006.6896,9,1.249449159422054,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDQ01,19.7,0.161356273,253.1014,OUT018,2805.0154,4,1.0014450535474846,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDQ48,14.3,0.034605882000000004,95.9726,OUT017,2153.1972,6,1.005008807579189,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDP09,19.75,0.033942546000000004,213.5902,OUT049,4460.1942,14,0.8706949346681222,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDK55,18.5,0.025740259,89.4172,OUT013,1605.9096,26,0.8866244828484926,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCJ43,6.635000000000002,0.026938317000000003,174.1396,OUT027,4012.1108,28,0.8515428678769958,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDI07,12.35,0.033754478,199.0426,OUT035,3361.6242,9,0.9024636391305116,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCW41,18.0,0.015375557,156.9604,OUT027,4278.4308,28,1.2448816168161796,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDG33,5.365,0.140458316,169.7764,OUT049,3263.7516,14,0.8760887618991687,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCO05,7.269999999999999,0.046333982,97.2384,OUT027,2660.5368,28,0.9940727723598489,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDH53,20.5,0.014966308499999999,82.8592,OUT035,908.1512,9,1.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDR49,8.71,0.139228412,49.5376,OUT046,1198.44,16,1.0689060768749037,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDF33,7.97,0.0201559566,109.4596,OUT027,1833.6132,28,1.0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDQ51,16.0,0.0163856304,48.1718,OUT017,756.3488,6,1.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDZ38,17.6,0.00799436,171.6422,OUT013,3793.7284,26,0.8875014691110702,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDV52,20.7,0.121767168,118.9466,OUT045,353.5398,11,0.999367166000426,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDM50,13.0,0.030083482,61.922,OUT035,1557.9720000000002,9,0.9997633679809614,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDV60,20.2,0.118025091,195.811,OUT017,2553.343,6,0.959499473755965,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDG60,20.35,0.060649213,232.7616,OUT013,2812.3392,26,1.0000296731533813,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDN13,18.6,0.15193174199999998,101.1358,OUT013,1105.8938,26,0.8869300899066788,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DRN59,15.0,0.06383101299999999,46.206,OUT027,1304.968,28,0.9940648201737168,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
FDU02,13.35,0.103091351,229.9352,OUT017,2519.3872,6,0.907270817909017,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDZ58,17.85,0.052389407,120.9072,OUT018,2817.6656,4,0.9060722749122542,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCQ38,16.35,0.013355306,105.528,OUT013,2024.032,26,0.9009439953624782,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDF39,14.85,0.019550858,263.791,OUT045,4207.856,11,1.0007097561566733,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDT03,21.25,0.01005532,183.1608,OUT017,2756.4120000000007,6,0.916551718839503,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDN09,14.15,0.034845668,242.7828,OUT013,3167.8764,26,1.056946756687058,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDJ02,17.2,0.025162022000000003,145.9418,OUT035,1765.7016,9,0.8405493029321239,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDN44,13.15,0.022685222,161.592,OUT027,4314.384,28,0.9945685187158284,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDQ34,10.85,0.162571649,107.4622,OUT045,529.311,11,0.903704036331985,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDX31,20.35,0.014825605,233.2958,OUT046,4206.5244,16,1.172231973804432,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCH55,16.35,0.05803434900000001,124.802,OUT010,253.004,15,1.5774617363627086,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
DRM47,9.3,0.043785694000000014,191.6846,OUT046,3057.3536,16,0.8988945886332509,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
DRL01,19.5,0.076798609,231.8958,OUT027,8413.0488,28,0.826737624082228,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
FDO12,15.75,0.055241242,196.5452,OUT017,3131.9232,6,1.0039390910908035,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCK30,14.85,0.061102235,253.2698,OUT045,2283.0282,11,0.8822416190458433,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDP16,18.6,0.039517121,243.6802,OUT017,5896.3248,6,0.8844699200684889,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCG06,16.35,0.029565309,256.4646,OUT018,515.3292,4,1.0044756626864644,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDX36,9.695,0.12828324300000002,226.1404,OUT046,3375.606,16,0.9016724284326824,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDT09,15.15,0.012332667,130.0284,OUT017,3559.3668,6,0.8932447923791382,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDF08,14.3,0.06519522900000001,88.9856,OUT035,1669.8264,9,1.0571057337400607,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDA43,10.895,0.108253944,194.8794,OUT010,585.2382,15,1.4739689399207014,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCN06,8.39,0.121178848,165.1868,OUT017,2784.3756,6,0.8855056655027386,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
DRF15,18.35,0.031179172249999998,151.934,OUT013,306.268,26,1.0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NCX05,15.2,0.09698132,116.3492,OUT013,2548.6824,26,0.8475999852025984,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDM21,20.2,0.064351908,259.4646,OUT035,2061.3168,9,0.9989702761365371,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCG54,12.1,0.079419801,172.3106,OUT027,5475.5392,28,0.9948443178888177,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDD26,8.71,0.072301795,185.6924,OUT045,3331.6632,11,0.810083765735776,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDU23,12.15,0.021719387000000003,163.1184,OUT035,3467.4864,9,1.042068420739539,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDO37,8.06,0.021420031000000003,232.0326,OUT045,3003.4238,11,1.0441639203121527,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDP19,11.5,0.290430317,130.6652,OUT010,258.3304,15,2.1478948308623784,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDT13,14.85,0.018571641,187.3214,OUT046,4333.6922,16,1.0512288577612767,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDY07,11.8,0.052234102857142854,45.2402,OUT018,1148.505,4,1.0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRI47,14.7,0.020952705,143.5128,OUT049,2444.8176,14,0.8998153340617723,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
NCW42,18.2,0.102371638,221.2456,OUT019,663.1368,28,1.361580515994289,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
NCQ50,18.75,0.034278798,214.1218,OUT013,4488.1578,26,1.198633055828123,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDQ09,7.235,0.048441224000000005,115.1834,OUT045,1382.2008,11,1.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDI20,19.1,0.038377013,211.5586,OUT027,4432.2306,28,0.8268279486052793,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCP05,19.6,0.025325897000000003,150.9024,OUT049,3795.06,14,1.200190004792534,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDH02,7.27,0.020898691,92.2488,OUT017,814.9392,6,1.2536462545596143,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDH45,15.1,0.105881129,42.0796,OUT045,454.0756,11,0.8895926848232604,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRG49,7.81,0.112906337,243.5486,OUT010,488.6972,15,1.4732268073461106,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
FDA37,7.81,0.055216312,125.5046,OUT035,3237.1196,9,0.9985180004927459,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDS13,6.465,0.125210375,266.8884,OUT017,1059.9536,6,0.9472620145547589,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCW42,18.2,0.058185842,220.8456,OUT027,4199.8664,28,0.7738931438600424,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDK15,10.8,0.098814721,100.5042,OUT018,1884.8798,4,0.8113438936954303,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDX51,9.5,0.022058724,196.8452,OUT046,3523.4136,16,0.880717610293324,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDJ20,20.7,0.100091576,125.5388,OUT013,2105.2596,26,0.8794532802084788,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DRK59,8.895,0.075876602,235.9616,OUT017,1874.8928,6,1.062594973036892,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDL45,15.6,0.037841362,125.2704,OUT018,2628.5784,4,0.9017921210274589,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDH41,9.0,0.081943273,214.5534,OUT013,3440.8544,26,0.8885394627880959,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDD05,19.35,0.016645164,120.9098,OUT045,1687.1372,11,0.9152499099416296,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDZ39,19.7,0.018061324,102.599,OUT045,2063.98,11,1.0009059677783811,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDY35,17.6,0.028062401,44.0402,OUT019,91.8804,28,1.454334146489914,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCE06,5.825,0.091857904,160.7894,OUT018,1617.894,4,0.7815373915477478,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDE57,9.6,0.036109413,140.6154,OUT027,4538.0928,28,0.9947753540826616,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDD33,12.85,0.108633372,233.8642,OUT018,2323.6420000000007,4,1.3364173808621211,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDQ10,12.85,0.03324652,172.4422,OUT045,4483.4972,11,0.9047466527401055,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDN15,17.5,0.016720132,139.918,OUT013,419.454,26,0.8300068009811873,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDS50,17.0,0.055433377,221.1114,OUT046,4434.228,16,0.9976955321144485,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDX21,7.05,0.084966021,111.1912,OUT046,1965.4416,16,0.8486001270530334,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDL58,5.78,0.07413505299999999,264.0568,OUT035,2109.2544,9,1.0414113792254174,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDK09,15.2,0.091745951,229.0352,OUT035,2290.3520000000008,9,0.8078963798766983,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDS08,5.735,0.056685383,178.437,OUT027,3175.866,28,0.9968293473393118,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDE20,11.35,0.00552947,169.27900000000002,OUT035,2376.906,9,0.9985747365415252,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDF04,17.5,0.013664703,257.7304,OUT045,5683.2688,11,1.0324871219177507,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDA50,16.25,0.08731067199999999,95.541,OUT049,1544.656,14,0.8500346533586689,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDX08,12.85,0.022639195,179.7318,OUT049,2165.1816,14,0.869627514075368,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDD05,19.35,0.016531033,122.4098,OUT027,3012.745,28,0.9089743101655297,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDG41,8.84,0.076873991,109.9228,OUT018,1547.3192,4,1.001296075113392,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDU39,18.85,0.035863436,58.3562,OUT027,1125.8678,28,0.9940430622490314,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCQ43,17.75,0.111301625,107.5912,OUT046,1528.6768,16,1.03166763351074,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
NCY42,6.38,0.015193323,143.347,OUT045,858.882,11,1.0013394682003955,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDF26,6.825,0.046408928,153.2998,OUT027,3998.7948,28,0.8937842408543981,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDC20,10.65,0.023023108,57.1272,OUT035,279.636,9,1.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDX14,13.1,0.07494003,75.0354,OUT046,902.8248,16,0.8406748624131644,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRC49,8.67,0.065119701,145.7128,OUT027,4026.7584,28,0.9968293425534348,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
FDM40,10.195,0.106580267,143.1154,OUT017,2410.8618,6,1.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDE10,6.67,0.090456903,131.2626,OUT017,2098.6016,6,1.0621802519013948,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCU17,5.32,0.093071679,103.8674,OUT045,509.337,11,1.167421437985433,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDB36,5.465,0.048292189000000006,133.1626,OUT027,2492.0894,28,1.3927133104871907,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRF13,12.1,0.029902679,144.3444,OUT018,1161.1552,4,1.2016887237276797,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDL13,13.85,0.056547986,232.73,OUT018,6291.81,4,0.8330440907270759,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCH55,16.35,0.034726222,125.602,OUT049,3036.048,14,0.9439114489496019,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
NCF18,18.35,0.08890854699999999,192.8504,OUT013,2876.256,26,0.8804447936000569,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDC09,15.5,0.044024163,102.0332,OUT010,102.5332,15,1.473250502765286,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDV09,12.1,0.020568574,150.4734,OUT046,2078.6276,16,0.8479130599242832,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDV09,12.1,0.020564685,148.2734,OUT035,3266.4148,9,0.8477527408914691,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDU16,19.25,0.05822660900000001,85.2908,OUT013,671.1264,26,1.4982104695322331,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDD26,8.71,0.072155462,183.3924,OUT046,3146.5708,16,0.8084442215489213,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCA29,10.5,0.027253711,170.9106,OUT013,3251.1014,26,0.8797923032845835,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDZ26,11.6,0.144604071,240.8222,OUT018,3585.333,4,0.9254970370792109,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDT56,16.0,0.193477995,55.9246,OUT010,405.4722,15,1.4747443307783794,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDF22,6.865,0.056945936,214.6218,OUT045,1923.4962,11,0.9228810067695681,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDH21,10.395,0.031288338,159.5604,OUT045,2852.2872,11,0.8328040502549546,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDD44,8.05,0.078400465,259.0646,OUT046,4380.2982,16,1.197342946820214,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDS56,5.785,0.038976089,264.2252,OUT017,3934.878,6,0.9032862466350148,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDF21,10.3,0.05891884400000001,191.653,OUT049,5313.084,14,1.2353257648267402,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDM44,12.5,0.031176157000000006,103.099,OUT018,722.393,4,0.8330440954558097,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRK01,7.63,0.061159246,92.5436,OUT049,1607.2412,14,0.9989328110455342,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDO22,13.5,0.01705904957142857,78.396,OUT035,1438.128,9,1.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDP57,17.5,0.052550476,101.299,OUT045,722.393,11,1.2489228642898291,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRF49,7.269999999999999,0.124448295,112.0518,OUT019,113.8518,28,1.5544095576942467,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
DRK11,8.21,0.010808272,150.5392,OUT018,1043.9744,4,1.0467317282860769,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDT51,11.65,0.010963269,110.9544,OUT018,335.5632,4,0.7399342299447301,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDE58,18.5,0.02604376675,119.8124,OUT017,4029.4216,6,1.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDT23,7.72,0.075035902,78.7986,OUT018,856.8846,4,1.0027050541796716,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCT42,5.88,0.024882614,149.4392,OUT035,1640.5312,9,0.9993737366936618,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDJ41,6.85,0.022878953,262.3594,OUT035,3924.891,9,0.8976972736546767,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCF42,17.349999999999998,0.16657250099999998,176.1712,OUT027,3691.1952,28,0.8586707709359697,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDA19,7.52,0.055081623,128.8994,OUT013,2055.9904,26,1.0687389742973987,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
